brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year,price_segment,value_score,camera_total_mp,performance_tier,battery_efficiency,screen_to_body_estimate
OnePlus,"OnePlus 13 933",1060,12,1024,12,4500,6.4,65,No,Android,"Tensor G4",4.8,October,2025,Premium,0.0045,12,High,4.2453,87.00
OnePlus,"OnePlus 13 975",1187,6,128,48,4500,5.6,100,No,Android,"Exynos 2400",4.4,April,2025,Premium,0.0037,48,Flagship,3.7911,85.00
OnePlus,"OnePlus 13R 119",845,12,256,64,4000,6.7,65,No,Android,"Helio G99",3.7,June,2025,Premium,0.0044,64,Entry,4.7337,89.00
OnePlus,"OnePlus 13R 126",148,8,1024,200,5500,5.7,65,Yes,Android,"Tensor G4",4.2,June,2025,Budget,0.0284,200,High,37.1622,85.00
OnePlus,"OnePlus 13R 130",1365,6,128,50,5500,6.7,65,No,Android,"Snapdragon 7+ Gen 2",3.6,December,2025,Flagship,0.0026,50,High,4.0293,89.00
OnePlus,"OnePlus 13R 328",609,8,64,108,6000,6.2,44,No,Android,"Snapdragon 7+ Gen 2",5,February,2025,Mid-range,0.0082,108,High,9.8522,87.00
OnePlus,"OnePlus 13R 331",909,8,256,12,5500,5.9,44,No,Android,"A18 Pro",3.9,February,2025,Premium,0.0043,12,Flagship,6.0506,85.00
OnePlus,"OnePlus 13R 421",706,12,1024,50,4000,5.7,33,Yes,Android,"Exynos 2400",3.9,March,2025,Mid-range,0.0055,50,Flagship,5.6657,85.00
OnePlus,"OnePlus 13R 423",158,16,64,64,5500,5.6,65,Yes,Android,"Dimensity 9300",3.5,November,2025,Budget,0.0222,64,Flagship,34.8101,85.00
OnePlus,"OnePlus 13R 465",1356,16,256,64,6000,7,44,No,Android,"Snapdragon 7+ Gen 2",3.8,August,2025,Flagship,0.0028,64,High,4.4248,92.00
OnePlus,"OnePlus 13R 542",1471,16,64,108,5500,6.6,65,No,Android,"Snapdragon 7+ Gen 2",3.6,October,2025,Flagship,0.0024,108,High,3.7390,89.00
OnePlus,"OnePlus 13R 588",463,8,512,48,4500,6,100,Yes,Android,"Dimensity 9300",4.5,November,2025,Mid-range,0.0097,48,Flagship,9.7192,87.00
OnePlus,"OnePlus 13R 59",721,6,256,12,4000,6.8,120,Yes,Android,"Snapdragon 6 Gen 1",4.1,April,2025,Mid-range,0.0057,12,Mid,5.5479,89.00
OnePlus,"OnePlus 13R 635",147,6,1024,200,4500,6.5,120,Yes,Android,"Tensor G4",4.4,June,2025,Budget,0.0299,200,High,30.6122,89.00
OnePlus,"OnePlus 13R 705",327,6,512,108,5000,6.7,65,Yes,Android,"A18 Pro",4.3,October,2025,Budget,0.0131,108,Flagship,15.2905,89.00
OnePlus,"OnePlus 13R 774",1303,4,512,108,5500,6.6,65,Yes,Android,"Snapdragon 8 Gen 3",3.8,January,2025,Flagship,0.0029,108,Flagship,4.2210,89.00
OnePlus,"OnePlus 13R 806",304,6,512,64,4000,6.8,65,No,Android,"Dimensity 9300",4.6,January,2025,Budget,0.0151,64,Flagship,13.1579,89.00
OnePlus,"OnePlus 13R 9",817,16,128,50,4000,5.5,44,Yes,Android,"A18 Pro",4.5,July,2025,Premium,0.0055,50,Flagship,4.8960,82.00
OnePlus,"OnePlus 13R 921",1298,4,64,48,4500,5.7,44,No,Android,"Snapdragon 8 Gen 3",3.5,April,2025,Flagship,0.0027,48,Flagship,3.4669,85.00
Oppo,"A98 108",1190,4,128,12,5500,6.1,100,No,Android,"Dimensity 9300",4.6,January,2025,Premium,0.0039,12,Flagship,4.6218,87.00
Oppo,"A98 111",855,16,128,108,6000,6.6,33,Yes,Android,"Helio G99",3.8,February,2025,Premium,0.0044,108,Entry,7.0175,89.00
Oppo,"A98 167",1250,6,128,48,6000,6.6,100,No,Android,"Snapdragon 6 Gen 1",4.9,October,2025,Flagship,0.0039,48,Mid,4.8000,89.00
Oppo,"A98 197",1185,4,512,48,5500,7.1,18,Yes,Android,"Exynos 2400",4.1,August,2025,Premium,0.0035,48,Flagship,4.6414,92.00
Oppo,"A98 206",1249,16,1024,108,6000,6.1,120,Yes,Android,"Helio G99",4.4,August,2025,Flagship,0.0035,108,Entry,4.8038,87.00
Oppo,"A98 242",1285,12,512,50,4000,6.3,18,No,Android,"Dimensity 9300",4,November,2025,Flagship,0.0031,50,Flagship,3.1128,87.00
Oppo,"A98 278",1399,8,1024,48,4500,6.9,100,Yes,Android,"Dimensity 9300",5,April,2025,Flagship,0.0036,48,Flagship,3.2166,89.00
Oppo,"A98 33",1286,6,1024,12,5500,5.8,120,Yes,Android,"Exynos 2400",4.1,February,2025,Flagship,0.0032,12,Flagship,4.2768,85.00
Oppo,"A98 334",1441,12,256,200,6000,6.9,44,No,Android,"Tensor G4",4.5,June,2025,Flagship,0.0031,200,High,4.1638,89.00
Oppo,"A98 349",1141,12,64,12,5000,5.6,100,Yes,Android,"Tensor G4",3.8,January,2025,Premium,0.0033,12,High,4.3821,85.00
Oppo,"A98 391",627,6,512,64,4000,5.6,18,No,Android,"Dimensity 9300",4.1,August,2025,Mid-range,0.0065,64,Flagship,6.3796,85.00
Oppo,"A98 424",1075,6,64,50,4000,6.6,120,Yes,Android,"Tensor G4",4.6,May,2025,Premium,0.0043,50,High,3.7209,89.00
Oppo,"A98 429",1107,6,1024,48,5000,6.8,120,No,Android,"Snapdragon 8 Gen 3",4.2,August,2025,Premium,0.0038,48,Flagship,4.5167,89.00
Oppo,"A98 49",1492,12,1024,48,6000,6.7,100,No,Android,"Snapdragon 7+ Gen 2",4.4,July,2025,Flagship,0.0029,48,High,4.0214,89.00
Oppo,"A98 506",1426,6,256,64,5000,6.6,44,Yes,Android,"Snapdragon 8 Gen 3",4.3,August,2025,Flagship,0.0030,64,Flagship,3.5063,89.00
Oppo,"A98 582",1282,12,1024,200,5000,6.6,120,No,Android,"Snapdragon 8 Gen 3",4,December,2025,Flagship,0.0031,200,Flagship,3.9002,89.00
Oppo,"A98 649",350,16,1024,12,6000,5.7,120,No,Android,"Snapdragon 7+ Gen 2",4.2,December,2025,Budget,0.0120,12,High,17.1429,85.00
Oppo,"A98 681",166,8,64,12,6000,6.4,65,Yes,Android,"Tensor G4",3.7,August,2025,Budget,0.0223,12,High,36.1446,87.00
Oppo,"A98 793",141,4,64,64,5500,6.4,33,No,Android,"Tensor G4",3.9,August,2025,Budget,0.0277,64,High,39.0071,87.00
Oppo,"A98 853",1004,6,512,12,4500,6,65,No,Android,"Exynos 2400",4.6,February,2025,Premium,0.0046,12,Flagship,4.4821,87.00
Oppo,"A98 898",1322,8,256,12,6000,5.8,18,Yes,Android,"Snapdragon 7+ Gen 2",3.8,June,2025,Flagship,0.0029,12,High,4.5386,85.00
Oppo,"A98 926",820,4,1024,108,5000,6.4,44,No,Android,"Tensor G4",3.7,July,2025,Premium,0.0045,108,High,6.0976,87.00
Oppo,"A98 972",1348,16,128,12,5500,6.1,33,Yes,Android,"Snapdragon 7+ Gen 2",3.5,February,2025,Flagship,0.0026,12,High,4.0801,87.00
Oppo,"F27 Pro 139",1064,12,1024,108,5000,6.7,120,Yes,Android,"Exynos 2400",4.1,October,2025,Premium,0.0039,108,Flagship,4.6992,89.00
Oppo,"F27 Pro 149",933,4,512,108,4500,5.9,18,No,Android,"Snapdragon 6 Gen 1",4.5,February,2025,Premium,0.0048,108,Mid,4.8232,85.00
Oppo,"F27 Pro 169",1050,6,64,48,4000,6.6,44,No,Android,"Helio G99",3.9,April,2025,Premium,0.0037,48,Entry,3.8095,89.00
Oppo,"F27 Pro 171",209,16,64,200,5000,6.1,65,No,Android,"Dimensity 9300",4.2,October,2025,Budget,0.0201,200,Flagship,23.9234,87.00
Oppo,"F27 Pro 223",888,16,128,12,5500,6.6,120,No,Android,"Snapdragon 7+ Gen 2",3.9,May,2025,Premium,0.0044,12,High,6.1937,89.00
Oppo,"F27 Pro 263",691,8,1024,200,6000,6.7,18,Yes,Android,"Dimensity 9300",5,June,2025,Mid-range,0.0072,200,Flagship,8.6831,89.00
Oppo,"F27 Pro 320",672,4,512,12,6000,6,44,No,Android,"Snapdragon 8 Gen 3",3.7,July,2025,Mid-range,0.0055,12,Flagship,8.9286,87.00
Oppo,"F27 Pro 331",319,6,256,200,4500,6.7,44,No,Android,"Dimensity 9300",3.7,May,2025,Budget,0.0116,200,Flagship,14.1066,89.00
Oppo,"F27 Pro 353",135,8,256,50,5500,6.7,44,No,Android,"Tensor G4",4.2,July,2025,Budget,0.0311,50,High,40.7407,89.00
Oppo,"F27 Pro 368",717,4,256,64,4000,6,65,Yes,Android,"Snapdragon 6 Gen 1",3.9,June,2025,Mid-range,0.0054,64,Mid,5.5788,87.00
Oppo,"F27 Pro 390",1040,4,512,200,5500,5.6,44,No,Android,"Helio G99",3.7,January,2025,Premium,0.0036,200,Entry,5.2885,85.00
Oppo,"F27 Pro 456",1300,6,512,200,4000,5.7,100,Yes,Android,"A18 Pro",4.6,February,2025,Flagship,0.0035,200,Flagship,3.0769,85.00
Oppo,"F27 Pro 502",1498,6,512,12,5000,6.6,65,Yes,Android,"A18 Pro",4.7,September,2025,Flagship,0.0031,12,Flagship,3.3378,89.00
Oppo,"F27 Pro 521",1479,6,256,200,5000,5.9,33,No,Android,"A18 Pro",4.3,July,2025,Flagship,0.0029,200,Flagship,3.3807,85.00
Oppo,"F27 Pro 537",880,12,512,50,4500,6.5,65,Yes,Android,"Tensor G4",5,March,2025,Premium,0.0057,50,High,5.1136,89.00
Oppo,"F27 Pro 543",444,16,64,48,4500,7,120,Yes,Android,"Tensor G4",3.8,February,2025,Mid-range,0.0086,48,High,10.1351,92.00
Oppo,"F27 Pro 604",501,6,256,108,4500,5.7,65,Yes,Android,"Tensor G4",3.8,April,2025,Mid-range,0.0076,108,High,8.9820,85.00
Oppo,"F27 Pro 789",1085,4,512,48,4000,6.1,18,Yes,Android,"A18 Pro",4.7,December,2025,Premium,0.0043,48,Flagship,3.6866,87.00
Oppo,"F27 Pro 79",930,8,1024,64,5000,6.3,44,No,Android,"A18 Pro",4.6,September,2025,Premium,0.0049,64,Flagship,5.3763,87.00
Oppo,"F27 Pro 826",1012,16,256,108,4000,6.1,120,No,Android,"Snapdragon 6 Gen 1",4.9,September,2025,Premium,0.0048,108,Mid,3.9526,87.00
Oppo,"F27 Pro 908",238,4,1024,108,5500,5.7,65,No,Android,"Snapdragon 8 Gen 3",4.8,January,2025,Budget,0.0202,108,Flagship,23.1092,85.00
Oppo,"Find X7 117",1131,8,1024,200,5500,6.6,65,Yes,Android,"Snapdragon 7+ Gen 2",4,December,2025,Premium,0.0035,200,High,4.8630,89.00
Oppo,"Find X7 15",1346,16,128,50,5000,7.2,65,Yes,Android,"Dimensity 9300",4.8,March,2025,Flagship,0.0036,50,Flagship,3.7147,92.00
Oppo,"Find X7 161",584,16,256,48,5000,6.6,120,No,Android,"Tensor G4",4.3,September,2025,Mid-range,0.0074,48,High,8.5616,89.00
Oppo,"Find X7 240",202,4,128,48,5500,5.9,65,No,Android,"Helio G99",3.7,December,2025,Budget,0.0183,48,Entry,27.2277,85.00
Oppo,"Find X7 246",224,6,512,12,5000,6.8,18,Yes,Android,"A18 Pro",4.3,November,2025,Budget,0.0192,12,Flagship,22.3214,89.00
Oppo,"Find X7 302",1462,16,1024,200,5500,6.3,120,No,Android,"Exynos 2400",3.7,January,2025,Flagship,0.0025,200,Flagship,3.7620,87.00
Oppo,"Find X7 350",1075,6,1024,12,5500,7.1,65,No,Android,"Snapdragon 8 Gen 3",3.7,December,2025,Premium,0.0034,12,Flagship,5.1163,92.00
Oppo,"Find X7 378",1391,8,256,50,5500,6.9,65,No,Android,"Dimensity 9300",4.8,March,2025,Flagship,0.0035,50,Flagship,3.9540,89.00
Oppo,"Find X7 383",581,16,512,108,4000,6,18,Yes,Android,"Exynos 2400",4.1,January,2025,Mid-range,0.0071,108,Flagship,6.8847,87.00
Oppo,"Find X7 463",413,6,64,200,4000,7,65,Yes,Android,"Exynos 2400",4.4,April,2025,Mid-range,0.0107,200,Flagship,9.6852,92.00
Oppo,"Find X7 464",785,6,64,50,5000,6.7,18,No,Android,"Tensor G4",4.1,January,2025,Mid-range,0.0052,50,High,6.3694,89.00
Oppo,"Find X7 49",410,8,1024,64,5000,6.7,18,Yes,Android,"Exynos 2400",4.3,August,2025,Mid-range,0.0105,64,Flagship,12.1951,89.00
Oppo,"Find X7 500",186,8,512,48,6000,6.9,120,Yes,Android,"Tensor G4",3.6,April,2025,Budget,0.0194,48,High,32.2581,89.00
Oppo,"Find X7 736",711,16,1024,200,4500,6.6,120,Yes,Android,"Snapdragon 6 Gen 1",4.8,July,2025,Mid-range,0.0068,200,Mid,6.3291,89.00
Oppo,"Find X7 753",492,16,256,200,4000,6.3,18,Yes,Android,"Exynos 2400",4,April,2025,Mid-range,0.0081,200,Flagship,8.1301,87.00
Oppo,"Find X7 82",730,8,128,108,4000,5.7,65,No,Android,"Helio G99",3.9,September,2025,Mid-range,0.0053,108,Entry,5.4795,85.00
Oppo,"Find X7 856",635,8,512,200,5000,6,65,No,Android,"Snapdragon 7+ Gen 2",4,April,2025,Mid-range,0.0063,200,High,7.8740,87.00
Oppo,"Reno 11 16",1008,16,512,48,6000,5.9,65,No,Android,"Snapdragon 7+ Gen 2",4.3,February,2025,Premium,0.0043,48,High,5.9524,85.00
Oppo,"Reno 11 184",1478,6,1024,12,5500,6,120,Yes,Android,"Exynos 2400",4.7,February,2025,Flagship,0.0032,12,Flagship,3.7212,87.00
Oppo,"Reno 11 265",102,8,128,48,5500,7,33,No,Android,"Exynos 2400",4.4,January,2025,Budget,0.0431,48,Flagship,53.9216,92.00
Oppo,"Reno 11 294",770,12,1024,12,4500,5.9,120,No,Android,"Snapdragon 7+ Gen 2",3.9,February,2025,Mid-range,0.0051,12,High,5.8442,85.00
Oppo,"Reno 11 35",544,6,1024,64,5000,6.5,100,Yes,Android,"Tensor G4",3.8,October,2025,Mid-range,0.0070,64,High,9.1912,89.00
Oppo,"Reno 11 399",107,6,64,64,6000,6.3,65,Yes,Android,"Snapdragon 8 Gen 3",3.9,March,2025,Budget,0.0364,64,Flagship,56.0748,87.00
Oppo,"Reno 11 404",188,16,1024,200,5000,6.7,100,Yes,Android,"Helio G99",4.7,October,2025,Budget,0.0250,200,Entry,26.5957,89.00
Oppo,"Reno 11 414",661,6,1024,64,5000,7.2,100,Yes,Android,"Snapdragon 6 Gen 1",3.6,October,2025,Mid-range,0.0054,64,Mid,7.5643,92.00
Oppo,"Reno 11 416",953,16,512,64,6000,7.2,33,No,Android,"Snapdragon 7+ Gen 2",4,March,2025,Premium,0.0042,64,High,6.2959,92.00
Oppo,"Reno 11 490",682,16,128,108,5000,7.2,65,Yes,Android,"Snapdragon 6 Gen 1",3.8,October,2025,Mid-range,0.0056,108,Mid,7.3314,92.00
Oppo,"Reno 11 52",760,16,128,12,6000,6.5,120,Yes,Android,"A18 Pro",4,September,2025,Mid-range,0.0053,12,Flagship,7.8947,89.00
Oppo,"Reno 11 550",1261,16,512,50,5500,6.3,65,Yes,Android,"A18 Pro",3.9,August,2025,Flagship,0.0031,50,Flagship,4.3616,87.00
Oppo,"Reno 11 621",1225,16,1024,108,4000,6,65,Yes,Android,"Helio G99",3.7,April,2025,Flagship,0.0030,108,Entry,3.2653,87.00
Oppo,"Reno 11 625",1059,4,256,12,4000,6.5,100,Yes,Android,"A18 Pro",4.5,March,2025,Premium,0.0042,12,Flagship,3.7771,89.00
Oppo,"Reno 11 66",391,4,256,200,6000,6.3,18,Yes,Android,"Tensor G4",4.2,January,2025,Budget,0.0107,200,High,15.3453,87.00
Oppo,"Reno 11 674",197,8,256,64,4500,6.9,120,No,Android,"A18 Pro",4.5,February,2025,Budget,0.0228,64,Flagship,22.8426,89.00
Oppo,"Reno 11 68",892,4,1024,12,4500,6.7,100,Yes,Android,"Exynos 2400",4.7,November,2025,Premium,0.0053,12,Flagship,5.0448,89.00
Oppo,"Reno 11 73",681,16,1024,200,5500,6.7,44,Yes,Android,"Snapdragon 8 Gen 3",3.6,October,2025,Mid-range,0.0053,200,Flagship,8.0764,89.00
Oppo,"Reno 11 742",1414,12,128,12,5500,6.2,65,No,Android,"Exynos 2400",3.8,April,2025,Flagship,0.0027,12,Flagship,3.8897,87.00
Oppo,"Reno 11 777",178,6,1024,50,5000,6.3,120,Yes,Android,"A18 Pro",4.4,January,2025,Budget,0.0247,50,Flagship,28.0899,87.00
Oppo,"Reno 11 869",884,8,128,50,5500,5.9,18,No,Android,"Tensor G4",4.9,January,2025,Premium,0.0055,50,High,6.2217,85.00
Oppo,"Reno 11 946",1025,16,512,200,6000,6.5,18,Yes,Android,"A18 Pro",4.3,August,2025,Premium,0.0042,200,Flagship,5.8537,89.00
Oppo,"Reno 11 954",1444,4,256,12,4500,7,65,Yes,Android,"Tensor G4",4.3,December,2025,Flagship,0.0030,12,High,3.1163,92.00
Oppo,"Reno 11 961",1451,6,128,200,5500,6.9,120,Yes,Android,"Tensor G4",4.2,September,2025,Flagship,0.0029,200,High,3.7905,89.00
Oppo,"Reno 11 997",179,12,256,200,5000,5.6,120,No,Android,"Dimensity 9300",4.3,January,2025,Budget,0.0240,200,Flagship,27.9330,85.00
Oppo,"Reno 12 147",1301,6,128,200,5500,6.7,44,No,Android,"Snapdragon 6 Gen 1",4,August,2025,Flagship,0.0031,200,Mid,4.2275,89.00
Oppo,"Reno 12 161",1124,12,128,200,5000,6.7,100,Yes,Android,"Helio G99",4.7,November,2025,Premium,0.0042,200,Entry,4.4484,89.00
Oppo,"Reno 12 224",1060,4,128,200,6000,6.7,65,Yes,Android,"Dimensity 9300",4.9,November,2025,Premium,0.0046,200,Flagship,5.6604,89.00
Oppo,"Reno 12 249",289,6,1024,12,6000,5.8,100,No,Android,"Exynos 2400",4.4,January,2025,Budget,0.0152,12,Flagship,20.7612,85.00
Oppo,"Reno 12 284",691,8,1024,48,6000,5.6,44,Yes,Android,"Snapdragon 7+ Gen 2",4.5,June,2025,Mid-range,0.0065,48,High,8.6831,85.00
Oppo,"Reno 12 293",567,6,128,108,5000,6.8,100,Yes,Android,"Snapdragon 8 Gen 3",5,October,2025,Mid-range,0.0088,108,Flagship,8.8183,89.00
Oppo,"Reno 12 300",386,8,128,12,4500,6.2,65,No,Android,"Snapdragon 6 Gen 1",4.5,November,2025,Budget,0.0117,12,Mid,11.6580,87.00
Oppo,"Reno 12 303",545,4,128,200,4000,7,65,No,Android,"Snapdragon 8 Gen 3",3.7,March,2025,Mid-range,0.0068,200,Flagship,7.3394,92.00
Oppo,"Reno 12 328",875,4,64,48,4000,7.2,33,No,Android,"Tensor G4",3.8,April,2025,Premium,0.0043,48,High,4.5714,92.00
Oppo,"Reno 12 338",1083,4,128,50,4000,5.7,18,Yes,Android,"Helio G99",4.4,January,2025,Premium,0.0041,50,Entry,3.6934,85.00
Oppo,"Reno 12 350",118,6,512,108,4500,5.5,120,No,Android,"Snapdragon 6 Gen 1",5,August,2025,Budget,0.0424,108,Mid,38.1356,82.00
Oppo,"Reno 12 352",948,4,1024,12,5500,5.9,120,No,Android,"A18 Pro",4.4,July,2025,Premium,0.0046,12,Flagship,5.8017,85.00
Oppo,"Reno 12 386",1209,16,512,200,4000,6.7,120,Yes,Android,"Exynos 2400",3.7,September,2025,Flagship,0.0031,200,Flagship,3.3085,89.00
Oppo,"Reno 12 410",166,6,64,64,6000,6.6,100,No,Android,"Snapdragon 8 Gen 3",4,June,2025,Budget,0.0241,64,Flagship,36.1446,89.00
Oppo,"Reno 12 440",695,8,256,50,5000,6.4,100,No,Android,"A18 Pro",4.8,June,2025,Mid-range,0.0069,50,Flagship,7.1942,87.00
Oppo,"Reno 12 524",1432,8,1024,50,5000,6.3,18,No,Android,"Exynos 2400",3.7,June,2025,Flagship,0.0026,50,Flagship,3.4916,87.00
Oppo,"Reno 12 645",118,6,1024,12,5500,6.6,65,Yes,Android,"Snapdragon 6 Gen 1",4.5,January,2025,Budget,0.0381,12,Mid,46.6102,89.00
Oppo,"Reno 12 666",435,12,1024,48,4000,5.9,33,No,Android,"Tensor G4",3.7,January,2025,Mid-range,0.0085,48,High,9.1954,85.00
Oppo,"Reno 12 692",718,16,64,64,6000,5.6,44,Yes,Android,"Dimensity 9300",4,December,2025,Mid-range,0.0056,64,Flagship,8.3565,85.00
Oppo,"Reno 12 768",1143,4,128,50,5000,6.1,100,No,Android,"Dimensity 9300",4.7,October,2025,Premium,0.0041,50,Flagship,4.3745,87.00
Oppo,"Reno 12 799",521,16,256,48,4000,6.1,18,No,Android,"A18 Pro",3.7,December,2025,Mid-range,0.0071,48,Flagship,7.6775,87.00
Oppo,"Reno 12 808",316,8,512,64,4000,6.6,33,No,Android,"A18 Pro",4.5,September,2025,Budget,0.0142,64,Flagship,12.6582,89.00
Oppo,"Reno 12 96",258,4,256,108,5500,7.2,18,Yes,Android,"Helio G99",4.5,June,2025,Budget,0.0174,108,Entry,21.3178,92.00
Oppo,"Reno 12 973",1480,4,512,48,5000,6.4,100,Yes,Android,"Exynos 2400",4.6,February,2025,Flagship,0.0031,48,Flagship,3.3784,87.00
Realme,"11 Pro+ 103",1351,12,512,200,6000,6.5,65,Yes,Android,"Tensor G4",4.6,December,2025,Flagship,0.0034,200,High,4.4412,89.00
Realme,"11 Pro+ 210",910,6,512,108,5000,6.8,44,Yes,Android,"Snapdragon 8 Gen 3",3.9,February,2025,Premium,0.0043,108,Flagship,5.4945,89.00
Realme,"11 Pro+ 320",317,12,512,50,5500,6.5,65,No,Android,"Dimensity 9300",4.9,July,2025,Budget,0.0155,50,Flagship,17.3502,89.00
Realme,"11 Pro+ 376",112,6,256,200,4000,5.5,120,No,Android,"Snapdragon 7+ Gen 2",3.5,January,2025,Budget,0.0313,200,High,35.7143,82.00
Realme,"11 Pro+ 590",809,12,64,48,4000,6.2,65,No,Android,"A18 Pro",4,July,2025,Premium,0.0049,48,Flagship,4.9444,87.00
Realme,"11 Pro+ 634",629,16,1024,12,4000,6.8,65,No,Android,"Dimensity 9300",4.9,May,2025,Mid-range,0.0078,12,Flagship,6.3593,89.00
Realme,"11 Pro+ 644",941,6,128,12,4000,6.1,120,No,Android,"A18 Pro",4.8,July,2025,Premium,0.0051,12,Flagship,4.2508,87.00
Realme,"11 Pro+ 671",437,8,256,50,4000,6.9,33,Yes,Android,"A18 Pro",4.7,November,2025,Mid-range,0.0108,50,Flagship,9.1533,89.00
Realme,"11 Pro+ 697",1229,8,1024,64,5500,6.4,44,Yes,Android,"Dimensity 9300",4.2,August,2025,Flagship,0.0034,64,Flagship,4.4752,87.00
Realme,"11 Pro+ 720",423,12,256,48,4000,6.5,44,Yes,Android,"Snapdragon 6 Gen 1",4.6,June,2025,Mid-range,0.0109,48,Mid,9.4563,89.00
Realme,"11 Pro+ 753",1274,6,1024,64,4000,6.8,44,Yes,Android,"A18 Pro",4.3,February,2025,Flagship,0.0034,64,Flagship,3.1397,89.00
Realme,"11 Pro+ 814",814,16,256,200,5000,6.2,65,Yes,Android,"Exynos 2400",3.7,March,2025,Premium,0.0045,200,Flagship,6.1425,87.00
Realme,"11 Pro+ 843",618,6,128,64,4500,6.9,100,Yes,Android,"Tensor G4",4.4,August,2025,Mid-range,0.0071,64,High,7.2816,89.00
Realme,"11 Pro+ 904",1296,6,512,108,4500,6.7,33,Yes,Android,"Dimensity 9300",4.8,April,2025,Flagship,0.0037,108,Flagship,3.4722,89.00
Realme,"11 Pro+ 927",110,6,512,50,5500,5.7,33,Yes,Android,"Snapdragon 8 Gen 3",4.1,August,2025,Budget,0.0373,50,Flagship,50.0000,85.00
Realme,"11 Pro+ 935",984,16,512,50,5500,6.2,18,No,Android,"Exynos 2400",3.6,December,2025,Premium,0.0037,50,Flagship,5.5894,87.00
Realme,"11 Pro+ 950",1003,6,64,12,5500,6.1,65,Yes,Android,"Helio G99",4,March,2025,Premium,0.0040,12,Entry,5.4835,87.00
Realme,"11 Pro+ 967",502,4,512,108,5500,6.4,100,Yes,Android,"Snapdragon 6 Gen 1",3.8,March,2025,Mid-range,0.0076,108,Mid,10.9562,87.00
Realme,"C65 162",939,12,512,200,5500,6.5,100,Yes,Android,"Snapdragon 7+ Gen 2",5,October,2025,Premium,0.0053,200,High,5.8573,89.00
Realme,"C65 212",882,6,1024,48,5500,6,65,No,Android,"Dimensity 9300",4.7,September,2025,Premium,0.0053,48,Flagship,6.2358,87.00
Realme,"C65 269",834,16,128,50,5000,6.2,33,Yes,Android,"Dimensity 9300",4.6,April,2025,Premium,0.0055,50,Flagship,5.9952,87.00
Realme,"C65 285",360,6,256,108,4000,6.6,100,No,Android,"A18 Pro",4.1,May,2025,Budget,0.0114,108,Flagship,11.1111,89.00
Realme,"C65 33",804,12,1024,50,5000,6.4,33,No,Android,"Tensor G4",4.4,October,2025,Premium,0.0055,50,High,6.2189,87.00
Realme,"C65 370",827,16,512,50,5500,6.2,100,No,Android,"Tensor G4",4,February,2025,Premium,0.0048,50,High,6.6505,87.00
Realme,"C65 386",361,6,256,108,4000,6.1,33,No,Android,"Snapdragon 8 Gen 3",4.5,November,2025,Budget,0.0125,108,Flagship,11.0803,87.00
Realme,"C65 395",246,12,512,200,6000,6.1,18,No,Android,"Helio G99",3.9,April,2025,Budget,0.0159,200,Entry,24.3902,87.00
Realme,"C65 454",1420,6,256,200,5000,5.6,18,Yes,Android,"Exynos 2400",3.5,July,2025,Flagship,0.0025,200,Flagship,3.5211,85.00
Realme,"C65 457",343,12,256,64,4000,7,120,No,Android,"Snapdragon 7+ Gen 2",4.5,December,2025,Budget,0.0131,64,High,11.6618,92.00
Realme,"C65 479",723,12,128,200,4500,6.7,100,No,Android,"Snapdragon 8 Gen 3",3.9,October,2025,Mid-range,0.0054,200,Flagship,6.2241,89.00
Realme,"C65 518",857,8,512,12,4000,6.1,65,No,Android,"Snapdragon 8 Gen 3",3.9,June,2025,Premium,0.0046,12,Flagship,4.6674,87.00
Realme,"C65 586",538,6,512,48,6000,6.6,65,No,Android,"Tensor G4",3.5,December,2025,Mid-range,0.0065,48,High,11.1524,89.00
Realme,"C65 591",738,12,128,12,4500,6.4,33,Yes,Android,"Snapdragon 8 Gen 3",4,October,2025,Mid-range,0.0054,12,Flagship,6.0976,87.00
Realme,"C65 602",1211,6,64,50,5000,6.2,18,Yes,Android,"Helio G99",5,September,2025,Flagship,0.0041,50,Entry,4.1288,87.00
Realme,"C65 668",298,16,128,12,4000,6.1,44,No,Android,"Snapdragon 6 Gen 1",4.5,July,2025,Budget,0.0151,12,Mid,13.4228,87.00
Realme,"C65 704",532,6,128,12,4000,6.3,120,Yes,Android,"A18 Pro",4.7,April,2025,Mid-range,0.0088,12,Flagship,7.5188,87.00
Realme,"C65 705",234,12,128,200,6000,6.3,100,Yes,Android,"Helio G99",5,October,2025,Budget,0.0214,200,Entry,25.6410,87.00
Realme,"C65 725",410,8,64,12,5500,5.9,18,No,Android,"Exynos 2400",4.7,August,2025,Mid-range,0.0115,12,Flagship,13.4146,85.00
Realme,"C65 744",830,4,512,48,4500,6.8,120,No,Android,"Snapdragon 8 Gen 3",5,September,2025,Premium,0.0060,48,Flagship,5.4217,89.00
Realme,"C65 759",543,12,128,50,4500,6.4,44,Yes,Android,"Snapdragon 7+ Gen 2",3.9,June,2025,Mid-range,0.0072,50,High,8.2873,87.00
Realme,"C65 776",818,4,512,108,4000,6.3,44,No,Android,"Dimensity 9300",4.2,January,2025,Premium,0.0051,108,Flagship,4.8900,87.00
Realme,"C65 862",795,8,512,50,5500,6.5,18,Yes,Android,"Exynos 2400",4.8,March,2025,Mid-range,0.0060,50,Flagship,6.9182,89.00
